date,ticker_id,close,n_tweets,sent_mean,sent_std
2023-01-02,0,250.2703306823119,8,-0.1882625,0.5876172173338209
2023-01-03,0,248.5415213388145,5,0.39224000000000003,0.5236826644066042
2023-01-04,0,249.9293303917757,4,-0.11582500000000001,0.6191690473260648
2023-01-05,0,248.505651179881,8,-0.3277375,0.5879331714635115
2023-01-06,0,248.9057898378156,3,-0.17166666666666663,0.5525768393023122
2023-01-09,0,251.7793162432857,8,-0.2926,0.39975875224940355
2023-01-10,0,252.4564497849871,4,0.275325,0.5470790885847006
2023-01-11,0,253.564952445816,5,-0.040359999999999986,0.5681152550319345
2023-01-12,0,253.7551989263583,4,0.108625,0.44712213376212995
2023-01-13,0,253.1494200258476,3,-0.22903333333333334,0.6930597112322526
2023-01-16,0,251.0328235047157,3,0.5622333333333334,0.008371578903249558
2023-01-17,0,252.7712838824989,6,0.018949999999999984,0.5371391058189675
2023-01-18,0,252.4491488664708,5,-0.39968,0.3619504068239183
2023-01-19,0,261.1722262699735,2,0.03845,0.09086322138247135
2023-01-20,0,267.6778565848674,7,-0.06975714285714284,0.4820706720566424
2023-01-23,0,268.5830572762486,3,-0.1782,0.4693935129504881
2023-01-24,0,265.7862062986944,3,-0.06566666666666665,0.6193275735290117
2023-01-25,0,260.6376501714416,5,0.10836000000000001,0.6860372132763645
2023-01-26,0,265.9355808986223,7,-0.27781428571428574,0.6190713083013173
2023-01-27,0,266.9465206027327,4,0.32665,0.33562421942801846
2023-01-30,0,268.7309343453502,5,0.14846,0.558082295006749
2023-01-31,0,261.1862078789346,7,-0.020028571428571427,0.514596400798029
2023-02-01,0,265.7137906009481,4,-0.203325,0.7267969655733757
2023-02-02,0,267.4100071394124,7,-0.2721857142857143,0.5061735125052523
2023-02-03,0,262.6351933719545,5,-0.16064,0.509892270974958
2023-02-06,0,260.5186567804395,4,-0.091875,0.6467212917220729
2023-02-07,0,261.9374996854066,5,-0.28836000000000006,0.6304913385606499
2023-02-08,0,262.4116708276599,4,0.0656,0.6165906962212994
2023-02-09,0,261.5648902839429,3,-0.06103333333333333,0.34923075943183085
2023-02-10,0,261.4743822371822,5,0.24767999999999998,0.47818602238041213
2023-02-13,0,262.054058551157,7,-0.02721428571428573,0.5907851539225051
2023-02-14,0,262.355545360746,7,-0.1888857142857143,0.5536288842072561
2023-02-15,0,267.7700653292553,3,-0.2533666666666667,0.6048939108086089
2023-02-16,0,256.8508197186673,8,0.2363875,0.4075684252367938
2023-02-17,0,256.3812934447502,4,0.2712,0.5687661440932176
2023-02-20,0,257.8705633429372,3,-0.16293333333333335,0.8808877359421763
2023-02-21,0,258.9332110496668,6,-0.24133333333333332,0.6480907549615769
2023-02-22,0,256.8795711377817,6,-0.21238333333333334,0.5722860138660272
2023-02-23,0,249.517563399335,2,0.66915,0.3235013523928455
2023-02-24,0,251.199709023983,4,0.47714999999999996,0.4466545383925553
2023-02-27,0,258.2311317399954,4,-0.018275,0.5704243646911773
2023-02-28,0,252.6824963980973,2,0.0,0.0
2023-03-01,0,255.4857542506937,2,-0.13125,0.4372041228076423
2023-03-02,0,254.392830484443,6,-0.2558833333333333,0.42332939617591725
2023-03-03,0,254.241938668889,5,0.36002,0.35070698168128905
2023-03-06,0,250.3822537659767,7,0.3012428571428571,0.3345582901734906
2023-03-07,0,249.7370582566444,8,-0.1550375,0.3704247636642484
2023-03-08,0,254.7634502117357,4,-0.08667499999999999,0.43406737860229333
2023-03-09,0,257.4743337205533,4,-0.0884,0.5634653316753392
2023-03-10,0,264.2134400190351,2,0.17,0.2404163056034262
2023-03-13,0,269.0936505481583,3,-0.02089999999999999,0.617515319648023
2023-03-14,0,271.3416339373308,3,-0.7378333333333332,0.098784631058345
2023-03-15,0,277.3325808795116,7,-0.12555714285714287,0.552977319779461
2023-03-16,0,278.910552783329,7,0.013200000000000005,0.6055774984811331
2023-03-17,0,282.0072350729926,5,-0.16038,0.6298363295333161
2023-03-20,0,280.2482368623624,2,-0.14615,0.5602407027341016
2023-03-21,0,280.3120743096197,5,0.12296,0.3574156375985807
2023-03-22,0,278.5529698106711,4,0.10785000000000002,0.4237151047579022
2023-03-23,0,282.0124394483797,7,-0.04144285714285715,0.32487006047106926
2023-03-24,0,277.7925815752589,2,-0.6859,0.2715290039756343
2023-03-27,0,279.7435799277324,6,-0.41873333333333335,0.31721435444611684
2023-03-28,0,278.681269363553,4,0.05627500000000002,0.5725608228243819
2023-03-29,0,283.7043362109143,5,0.15824,0.5189340642124006
2023-03-30,0,287.3653867200475,5,0.1754,0.5740596310489007
2023-03-31,0,295.7855163508494,6,0.19623333333333334,0.5972166262476847
2023-04-03,0,299.6848546316736,5,-0.27608,0.5999857223301235
2023-04-04,0,292.3254834560819,7,-0.3903857142857143,0.3708833393785321
2023-04-05,0,291.6534614848473,5,0.39712000000000003,0.28305325823950517
2023-04-06,0,287.2268107455557,6,-0.18330000000000002,0.657957794999041
